applicant_id,age,employment_type,years_employed,annual_income_lakhs,monthly_income_lakhs,dependents,state,property_area,cibil_score,credit_history_years,no_of_existing_loans,existing_emi_lakhs,previous_defaults,bankruptcies,loan_type,loan_purpose,loan_amount_lakhs,tenure_months,interest_rate_pct,ltv_ratio,collateral_value_lakhs,priority_sector,emi_lakhs,foir,loan_to_income_ratio,age_at_loan_maturity,loan_approved,sanctioned_amount_lakhs,internal_score
APP000740,44,Salaried,4,9.06,0.755,2,West Bengal,Urban,834,7,2,0.0704,1,0,Loan Against Property,Business Expansion,303.63,159,11.24,56.06,691.17,0,3.6796,4.9669,33.5132,57,0,0.0,-17
APP000741,37,Salaried,9,8.87,0.7392,3,Telangana,Urban,790,4,0,0.0,0,0,Home Loan,Purchase / Construction of House,54.28,222,9.96,55.9,99.4,1,0.5361,0.7252,6.1195,55,0,0.0,6
APP000742,42,PSU,16,13.65,1.1375,1,Delhi,Rural,843,9,1,0.205,0,0,Business Loan,Machinery Purchase,407.18,45,10.95,50.03,812.98,0,11.0736,9.9153,29.83,45,0,0.0,10
APP000743,24,Self-Employed Business,7,30.54,2.545,4,Uttar Pradesh,Urban,854,7,2,0.3623,0,1,Education Loan,Domestic Education,9.84,146,12.63,73.03,0.0,1,0.1322,0.1943,0.3222,36,1,8.54,80
APP000744,33,Self-Employed Professional,10,49.34,4.1117,3,Maharashtra,Semi-Urban,740,11,1,0.4404,0,0,Home Loan,Purchase / Construction of House,69.25,164,8.91,58.72,121.66,1,0.7317,0.2851,1.4035,46,1,64.98,95
APP000745,39,Salaried,6,18.53,1.5442,3,Tamil Nadu,Rural,754,7,2,0.0949,1,0,Business Loan,Machinery Purchase,186.58,63,16.42,69.07,331.63,0,4.4383,2.9356,10.0691,44,0,0.0,-21
APP000746,34,Self-Employed Business,3,27.72,2.31,4,Maharashtra,Rural,751,0,2,0.3504,0,0,Education Loan,Domestic Education,8.66,94,12.39,96.12,0.0,1,0.1444,0.2142,0.3124,41,1,7.75,91
APP000747,50,Government,1,11.77,0.9808,0,Gujarat,Semi-Urban,695,7,4,0.1652,1,0,Home Loan,Purchase / Construction of House,205.62,335,8.35,40.64,549.64,1,1.5862,1.7857,17.4698,77,0,0.0,-90
APP000748,38,Salaried,8,28.64,2.3867,2,Delhi,Urban,747,2,2,0.4104,0,1,Home Loan,Purchase / Construction of House,62.37,188,8.94,55.27,122.01,1,0.6177,0.4308,2.1777,53,0,0.0,55
APP000749,34,Salaried,12,7.62,0.635,1,Rajasthan,Rural,736,6,3,0.1668,0,0,Home Loan,Purchase / Construction of House,185.39,90,9.2,57.75,416.86,1,2.8592,4.7654,24.3294,41,0,0.0,-9
APP000750,29,Self-Employed Professional,3,20.05,1.6708,3,Maharashtra,Semi-Urban,651,5,2,0.4638,0,0,Gold Loan,Agriculture,30.06,14,9.15,53.07,62.09,1,2.272,1.6374,1.4993,30,0,0.0,15
APP000751,47,Self-Employed Professional,9,24.36,2.03,3,Tamil Nadu,Urban,809,2,1,0.3195,0,0,Vehicle Loan,Two Wheeler,14.65,12,8.84,61.53,27.1,0,1.2801,0.788,0.6014,48,0,0.0,20
APP000752,36,Government,1,17.25,1.4375,4,Rajasthan,Urban,581,9,1,0.059,0,1,Home Loan,Purchase / Construction of House,197.84,205,9.07,73.59,304.34,1,1.9015,1.3638,11.469,53,0,0.0,-74
APP000753,42,Self-Employed Professional,14,18.24,1.52,4,Karnataka,Semi-Urban,797,5,1,0.0401,0,0,Home Loan,Purchase / Construction of House,287.71,346,9.54,71.75,468.6,1,2.4452,1.6351,15.7736,70,0,0.0,-9
APP000754,45,Salaried,6,9.57,0.7975,0,Rajasthan,Urban,732,5,2,0.0393,0,0,Home Loan,Purchase / Construction of House,34.47,289,9.4,57.01,66.44,1,0.3016,0.4275,3.6019,69,1,33.81,61
APP000755,23,Salaried,8,9.84,0.82,3,Karnataka,Rural,734,14,0,0.0,1,0,Gold Loan,Business,28.75,11,16.96,44.08,81.35,1,2.8405,3.464,2.9217,23,0,0.0,-7
APP000756,45,Self-Employed Professional,8,27.05,2.2542,3,Rajasthan,Urban,691,1,2,0.7412,0,0,Personal Loan,Medical Emergency,17.43,57,16.45,71.17,0.0,0,0.4426,0.5252,0.6444,49,0,0.0,20
APP000757,48,Salaried,14,21.34,1.7783,2,Telangana,Urban,793,4,3,0.1057,2,0,Gold Loan,Business,14.34,17,15.07,63.86,22.96,1,0.942,0.5892,0.672,49,0,0.0,19
APP000758,38,PSU,0,14.56,1.2133,4,Karnataka,Semi-Urban,760,13,2,0.2267,0,0,Home Loan,Purchase / Construction of House,138.47,240,8.41,68.83,205.16,1,1.1938,1.1708,9.5103,58,0,0.0,6
APP000759,52,Salaried,5,12.68,1.0567,1,Tamil Nadu,Rural,799,9,1,0.068,0,0,Gold Loan,Personal Need,25.62,24,11.71,69.77,35.87,1,1.2026,1.2024,2.0205,54,0,0.0,21
APP000760,31,Self-Employed Business,15,19.13,1.5942,2,Rajasthan,Urban,719,8,3,0.3192,0,1,Personal Loan,Marriage,24.83,14,23.29,62.12,0.0,0,2.0425,1.4814,1.298,32,0,0.0,-62
APP000761,34,Self-Employed Professional,8,88.35,7.3625,1,Rajasthan,Urban,751,7,3,1.0675,0,0,Vehicle Loan,Used Car Purchase,48.88,42,13.19,82.9,69.95,0,1.4593,0.3432,0.5533,37,1,45.57,94
APP000762,48,Self-Employed Business,0,13.52,1.1267,2,West Bengal,Semi-Urban,754,14,2,0.1751,0,0,Home Loan,Purchase / Construction of House,192.16,92,9.53,59.02,420.51,1,2.9518,2.7753,14.213,55,0,0.0,-5
APP000763,27,Self-Employed Professional,8,23.18,1.9317,2,Tamil Nadu,Rural,782,3,4,0.251,0,0,Loan Against Property,Business Expansion,353.98,83,9.63,64.63,573.17,0,5.8582,3.1626,15.2709,33,0,0.0,-8
APP000764,34,Salaried,18,11.86,0.9883,3,Gujarat,Urban,740,9,3,0.1397,1,0,Gold Loan,Agriculture,43.13,20,16.53,61.89,86.13,1,2.4819,2.6526,3.6366,35,0,0.0,-21
APP000765,46,Salaried,2,20.57,1.7142,3,Punjab,Urban,779,1,0,0.0,0,0,Loan Against Property,Medical,89.07,122,13.13,69.93,128.32,0,1.3261,0.7736,4.3301,56,0,0.0,5
APP000766,34,Salaried,4,15.22,1.2683,4,Rajasthan,Urban,779,10,2,0.2819,2,0,Loan Against Property,Education,196.67,58,12.71,68.41,276.34,0,4.5557,3.8142,12.9218,38,0,0.0,-21
APP000767,36,Salaried,10,13.6,1.1333,0,Punjab,Semi-Urban,631,8,3,0.0582,0,0,Loan Against Property,Business Expansion,347.71,102,11.71,43.15,771.83,0,5.3977,4.8142,25.5669,44,0,0.0,-54
APP000768,39,Self-Employed Professional,10,12.86,1.0717,2,Punjab,Urban,610,14,2,0.2452,0,1,Home Loan,Purchase / Construction of House,298.54,166,8.49,73.36,426.75,1,3.0623,3.0862,23.2146,52,0,0.0,-76
APP000769,31,Self-Employed Business,12,16.51,1.3758,3,Karnataka,Urban,783,6,3,0.4405,0,0,Personal Loan,Travel,6.04,59,14.54,85.51,0.0,0,0.1439,0.4248,0.3658,35,1,5.32,84
APP000770,36,PSU,4,19.12,1.5933,2,Punjab,Rural,874,9,0,0.0,1,0,Home Loan,Purchase / Construction of House,219.13,116,8.82,65.7,405.28,1,2.814,1.7661,11.4608,45,0,0.0,-16
APP000771,22,Government,5,14.99,1.2492,4,Tamil Nadu,Urban,766,4,1,0.2487,0,0,Personal Loan,Marriage,22.57,36,14.77,97.98,0.0,0,0.7799,0.8234,1.5057,25,0,0.0,18
APP000772,36,Self-Employed Business,4,50.86,4.2383,2,Karnataka,Urban,593,7,0,0.0,0,0,Education Loan,Domestic Education,6.98,118,9.04,91.32,0.0,1,0.0895,0.0211,0.1372,45,0,0.0,49
APP000773,29,Self-Employed Professional,5,26.47,2.2058,1,Gujarat,Rural,802,8,0,0.0,0,0,Gold Loan,Business,44.87,21,10.14,59.96,77.65,1,2.3408,1.0612,1.6951,30,0,0.0,28
APP000774,37,Salaried,11,25.06,2.0883,1,Karnataka,Urban,874,3,1,0.1988,2,0,Home Loan,Purchase / Construction of House,118.31,135,10.42,48.22,241.7,1,1.4916,0.8095,4.7211,48,0,0.0,-4
APP000775,42,PSU,5,14.93,1.2442,4,Gujarat,Urban,900,5,2,0.1475,1,0,Gold Loan,Agriculture,14.74,8,16.02,69.26,20.57,1,1.9549,1.6898,0.9873,42,0,0.0,-2
APP000776,53,Self-Employed Professional,3,20.58,1.715,2,Punjab,Semi-Urban,642,9,3,0.326,0,0,Personal Loan,Travel,39.46,41,12.77,59.61,0.0,0,1.1927,0.8855,1.9174,56,0,0.0,-37
APP000777,41,Salaried,13,9.14,0.7617,0,Uttar Pradesh,Urban,700,1,1,0.1486,0,0,Personal Loan,Debt Consolidation,38.3,59,10.8,73.89,0.0,0,0.8395,1.2972,4.1904,45,0,0.0,-44
APP000778,43,Salaried,9,13.74,1.145,3,Telangana,Urban,806,5,0,0.0,0,0,Loan Against Property,Business Expansion,287.2,176,10.35,56.09,636.14,0,3.1781,2.7756,20.9025,57,0,0.0,11
APP000779,51,Salaried,6,32.04,2.67,2,Telangana,Rural,569,8,1,0.4673,0,0,Business Loan,Machinery Purchase,52.55,13,11.01,57.49,110.26,1,4.3067,1.788,1.6401,52,0,0.0,-30
APP000780,27,PSU,2,10.72,0.8933,3,Delhi,Semi-Urban,597,8,2,0.2037,0,0,Gold Loan,Agriculture,41.63,10,9.24,50.89,92.31,1,4.3413,5.0879,3.8834,27,0,0.0,-32
APP000781,35,PSU,13,9.64,0.8033,2,Delhi,Urban,684,6,2,0.191,0,0,Home Loan,Purchase / Construction of House,171.81,254,9.54,50.33,347.92,1,1.5769,2.2008,17.8226,56,0,0.0,-45
APP000782,36,Salaried,3,33.51,2.7925,3,Rajasthan,Urban,776,4,1,0.578,0,0,Personal Loan,Debt Consolidation,9.58,37,15.65,61.37,0.0,0,0.328,0.3244,0.2859,39,1,8.68,100
APP000783,47,Salaried,5,7.71,0.6425,3,Rajasthan,Urban,768,7,2,0.103,0,0,Education Loan,Abroad Education,17.23,156,9.26,88.79,0.0,1,0.1903,0.4565,2.2348,60,1,17.08,91
APP000784,36,Salaried,7,19.83,1.6525,1,Maharashtra,Urban,800,12,4,0.4243,1,0,Gold Loan,Agriculture,18.36,9,9.7,71.11,25.02,1,2.1233,1.5417,0.9259,36,0,0.0,-11
APP000785,39,Government,0,9.17,0.7642,4,Maharashtra,Urban,702,12,2,0.2361,0,0,Loan Against Property,Medical,96.14,120,13.31,59.12,199.32,0,1.4531,2.2104,10.4842,49,0,0.0,0
APP000786,26,Self-Employed Business,8,27.54,2.295,4,Punjab,Urban,563,6,0,0.0,1,0,Education Loan,Abroad Education,22.05,70,12.83,92.19,0.0,1,0.449,0.1956,0.8007,31,0,0.0,24
APP000787,32,Self-Employed Professional,7,17.38,1.4483,2,Gujarat,Urban,747,0,2,0.4866,0,0,Gold Loan,Personal Need,16.82,20,10.3,66.92,27.34,1,0.9188,0.9704,0.9678,33,0,0.0,1
APP000788,42,Self-Employed Business,14,38.69,3.2242,1,Delhi,Urban,764,11,1,0.0041,0,0,Business Loan,Working Capital,127.59,43,14.95,42.62,358.28,0,3.8506,1.1956,3.2978,45,0,0.0,21
APP000789,51,Government,2,10.45,0.8708,3,Uttar Pradesh,Rural,671,4,2,0.0915,0,0,Vehicle Loan,New Car Purchase,26.83,42,9.43,55.02,54.37,0,0.7525,0.9692,2.5675,54,0,0.0,-33
APP000790,37,Government,7,20.24,1.6867,2,Rajasthan,Urban,721,7,0,0.0,0,0,Personal Loan,Marriage,9.87,30,23.25,66.65,0.0,0,0.4369,0.259,0.4876,39,1,9.37,100
APP000791,44,Salaried,9,19.95,1.6625,3,Karnataka,Urban,754,7,1,0.0188,0,0,Home Loan,Purchase / Construction of House,195.84,169,10.35,59.31,405.72,1,2.2058,1.3381,9.8165,58,0,0.0,8
APP000792,23,Self-Employed Professional,12,9.69,0.8075,2,Maharashtra,Urban,725,4,1,0.132,0,0,Personal Loan,Travel,37.15,37,23.65,42.35,0.0,0,1.4237,1.9266,3.8338,26,0,0.0,6
APP000793,39,Salaried,9,20.37,1.6975,2,Uttar Pradesh,Urban,699,0,2,0.1561,0,1,Gold Loan,Agriculture,2.33,8,15.8,41.84,7.02,1,0.3088,0.2739,0.1144,39,0,0.0,60
APP000794,25,Salaried,0,23.16,1.93,0,Tamil Nadu,Rural,675,9,2,0.5424,0,0,Vehicle Loan,New Car Purchase,20.58,43,11.55,67.86,29.17,0,0.5867,0.585,0.8886,28,0,0.0,17
APP000795,51,Self-Employed Business,15,54.06,4.505,3,Gujarat,Semi-Urban,661,0,0,0.0,0,0,Education Loan,Abroad Education,19.84,87,10.2,68.91,0.0,1,0.3236,0.0718,0.367,58,1,19.75,88
APP000796,45,Salaried,12,10.44,0.87,1,West Bengal,Urban,658,3,0,0.0,0,0,Home Loan,Purchase / Construction of House,276.52,252,9.33,54.38,581.85,1,2.5058,2.8802,26.4866,66,0,0.0,-62
APP000797,36,Salaried,2,8.12,0.6767,2,Maharashtra,Urban,778,13,0,0.0,0,0,Gold Loan,Personal Need,16.37,23,17.0,58.67,34.58,1,0.839,1.2398,2.016,37,0,0.0,23
APP000798,21,Salaried,13,12.83,1.0692,0,Gujarat,Rural,677,7,1,0.3264,0,0,Loan Against Property,Medical,211.83,32,9.98,44.31,564.77,0,7.5669,7.3824,16.5105,23,0,0.0,-47
APP000799,46,Government,0,27.73,2.3108,1,Telangana,Rural,846,10,2,0.5208,1,0,Home Loan,Purchase / Construction of House,185.79,61,9.08,57.47,383.46,1,3.8138,1.8758,6.7,51,0,0.0,-15
APP000800,56,Self-Employed Business,10,54.72,4.56,0,Rajasthan,Rural,597,2,2,1.3611,0,0,Business Loan,Business Expansion,110.83,65,14.87,67.51,183.04,0,2.493,0.8452,2.0254,61,0,0.0,-38
APP000801,36,PSU,0,19.43,1.6192,2,Delhi,Rural,795,6,3,0.1787,0,0,Vehicle Loan,Used Car Purchase,47.12,45,13.05,63.05,91.65,0,1.3297,0.9316,2.4251,39,0,0.0,20
APP000802,46,Self-Employed Professional,2,12.72,1.06,4,Gujarat,Urban,642,4,0,0.0,0,0,Personal Loan,Debt Consolidation,37.87,16,22.18,65.81,0.0,0,2.7557,2.5997,2.9772,47,0,0.0,-37
APP000803,51,Salaried,6,20.83,1.7358,0,Karnataka,Urban,772,2,0,0.0,2,0,Education Loan,Domestic Education,6.8,157,14.29,46.13,0.0,1,0.0959,0.0552,0.3265,64,0,0.0,80
APP000804,31,Salaried,3,9.2,0.7667,2,Tamil Nadu,Urban,657,8,1,0.2483,0,0,Loan Against Property,Business Expansion,281.44,104,12.4,45.58,783.15,0,4.4285,6.0999,30.5913,39,0,0.0,-47
APP000805,34,Government,4,16.34,1.3617,3,Uttar Pradesh,Semi-Urban,741,11,2,0.1015,0,0,Education Loan,Domestic Education,2.82,123,12.73,85.81,0.0,1,0.0412,0.1048,0.1726,44,1,2.53,93
APP000806,46,Salaried,5,32.12,2.6767,2,Telangana,Urban,682,6,2,0.6633,0,0,Education Loan,Abroad Education,11.97,15,14.26,55.4,0.0,1,0.876,0.5751,0.3727,47,1,10.61,75
APP000807,30,Self-Employed Professional,13,32.9,2.7417,3,Punjab,Urban,659,12,2,0.7531,0,0,Gold Loan,Agriculture,46.48,23,14.09,48.78,98.95,1,2.3178,1.1201,1.4128,31,0,0.0,15
APP000808,35,Self-Employed Professional,10,39.97,3.3308,1,Rajasthan,Urban,693,8,1,0.4616,0,0,Business Loan,Machinery Purchase,136.46,54,14.22,50.92,339.8,0,3.4357,1.1701,3.4141,39,0,0.0,-34
APP000809,21,PSU,6,19.28,1.6067,2,Uttar Pradesh,Urban,807,9,2,0.1191,0,0,Personal Loan,Travel,2.83,13,17.12,44.45,0.0,0,0.24,0.2235,0.1468,22,1,2.42,107
APP000810,39,Government,8,10.81,0.9008,0,Rajasthan,Urban,708,12,2,0.2325,0,0,Gold Loan,Agriculture,6.49,5,16.81,53.23,11.69,1,1.3531,1.7602,0.6004,39,0,0.0,17
APP000811,44,PSU,5,9.92,0.8267,0,Punjab,Urban,678,7,0,0.0,0,0,Loan Against Property,Education,408.08,33,13.04,61.71,783.23,0,14.7819,17.8806,41.1371,46,0,0.0,-46
APP000812,21,Self-Employed Professional,13,43.64,3.6367,4,Karnataka,Urban,787,8,2,0.5119,1,0,Vehicle Loan,Used Car Purchase,4.26,12,13.43,51.88,8.61,0,0.3814,0.2456,0.0976,22,1,3.88,80
APP000813,38,Salaried,5,9.29,0.7742,1,Delhi,Semi-Urban,715,6,0,0.0,0,0,Home Loan,Purchase / Construction of House,206.59,84,10.35,59.35,415.54,1,3.4671,4.4783,22.2379,45,0,0.0,1
APP000814,34,Self-Employed Professional,9,31.47,2.6225,1,Tamil Nadu,Rural,532,8,1,0.8461,1,0,Personal Loan,Debt Consolidation,1.93,51,11.15,82.59,0.0,0,0.0477,0.3408,0.0613,38,0,0.0,25
APP000815,26,Salaried,6,19.69,1.6408,3,Tamil Nadu,Urban,660,9,2,0.2388,0,0,Vehicle Loan,Used Car Purchase,48.27,42,8.12,77.42,72.14,0,1.3242,0.9526,2.4515,29,0,0.0,-34
APP000816,50,Salaried,11,24.42,2.035,2,Delhi,Urban,806,6,3,0.1074,0,0,Business Loan,Machinery Purchase,140.14,22,12.86,66.07,256.65,0,7.1843,3.5831,5.7387,51,0,0.0,14
APP000817,28,Self-Employed Business,8,42.76,3.5633,2,West Bengal,Urban,746,2,3,0.6317,2,0,Business Loan,Working Capital,181.12,31,17.47,41.4,533.4,0,7.3015,2.2264,4.2357,30,0,0.0,-21
APP000818,25,Government,9,16.54,1.3783,2,Telangana,Rural,753,1,1,0.1602,0,0,Gold Loan,Business,0.56,12,11.27,43.63,1.6,1,0.0496,0.1522,0.0339,26,1,0.52,97
APP000819,47,Self-Employed Business,7,89.36,7.4467,2,Rajasthan,Urban,715,1,3,0.748,0,1,Education Loan,Domestic Education,27.36,70,9.88,75.91,0.0,1,0.5158,0.1697,0.3062,52,0,0.0,53
APP000820,40,PSU,6,13.58,1.1317,1,Punjab,Rural,863,13,0,0.0,0,0,Gold Loan,Business,22.18,4,15.28,49.66,47.91,1,5.7226,5.0566,1.6333,40,0,0.0,30
APP000821,41,Self-Employed Business,8,10.14,0.845,4,Tamil Nadu,Urban,722,8,3,0.2272,0,0,Education Loan,Domestic Education,9.02,70,9.11,40.91,0.0,1,0.1666,0.466,0.8895,46,1,8.27,78
APP000822,24,Government,3,18.04,1.5033,0,Telangana,Semi-Urban,816,11,3,0.1396,1,0,Home Loan,Purchase / Construction of House,102.45,156,9.62,47.82,267.06,1,1.1531,0.8599,5.679,37,0,0.0,-9
APP000823,49,Salaried,10,16.17,1.3475,1,West Bengal,Semi-Urban,746,6,0,0.0,0,0,Gold Loan,Personal Need,10.61,10,10.11,70.26,17.56,1,1.1108,0.8243,0.6562,49,0,0.0,14
APP000824,39,Salaried,3,8.93,0.7442,0,Karnataka,Rural,646,10,1,0.1886,0,0,Business Loan,Business Expansion,287.94,28,11.43,41.65,852.57,0,11.7644,16.0615,32.2441,41,0,0.0,-47
APP000825,21,Self-Employed Professional,7,26.37,2.1975,1,Tamil Nadu,Semi-Urban,756,0,1,0.636,0,0,Business Loan,Machinery Purchase,79.0,14,15.8,40.63,204.41,1,6.2159,3.118,2.9958,22,0,0.0,15
APP000826,26,Government,7,6.9,0.575,2,Karnataka,Semi-Urban,707,7,0,0.0,0,0,Personal Loan,Medical Emergency,7.43,44,19.44,62.27,0.0,0,0.2374,0.4129,1.0768,29,0,0.0,38
APP000827,26,Salaried,1,32.23,2.6858,3,Gujarat,Urban,792,6,1,0.4075,1,0,Education Loan,Abroad Education,14.28,101,8.83,62.2,0.0,1,0.2009,0.2265,0.4431,34,1,12.46,75
APP000828,34,Government,9,18.55,1.5458,2,Gujarat,Semi-Urban,900,13,0,0.0,0,0,Business Loan,Business Expansion,30.98,26,11.13,46.27,78.59,1,1.3465,0.8711,1.6701,36,0,0.0,30
APP000829,35,Self-Employed Business,9,15.38,1.2817,3,Tamil Nadu,Urban,678,6,3,0.2121,0,0,Loan Against Property,Education,158.8,161,10.9,43.96,359.18,0,1.8811,1.6331,10.3251,48,0,0.0,-54
APP000830,31,PSU,8,20.34,1.695,3,West Bengal,Rural,666,0,0,0.0,0,0,Gold Loan,Business,39.66,9,16.33,70.36,53.91,1,4.7119,2.7799,1.9499,31,0,0.0,6
APP000831,37,Government,1,16.43,1.3692,4,Maharashtra,Rural,767,0,0,0.0,1,0,Loan Against Property,Business Expansion,288.7,45,12.75,64.4,526.72,0,8.1044,5.9191,17.5715,40,0,0.0,-16
APP000832,40,Self-Employed Business,6,38.45,3.2042,2,Rajasthan,Semi-Urban,713,0,1,0.7867,0,0,Personal Loan,Travel,39.46,60,23.74,78.71,0.0,0,1.1292,0.5979,1.0263,45,0,0.0,13
APP000833,40,Salaried,17,26.81,2.2342,0,Maharashtra,Urban,839,2,2,0.5961,1,0,Home Loan,Purchase / Construction of House,176.9,325,10.15,70.91,277.7,1,1.5999,0.9829,6.5983,67,0,0.0,-34
APP000834,25,Salaried,10,14.0,1.1667,2,Gujarat,Urban,503,8,1,0.3637,0,0,Home Loan,Purchase / Construction of House,131.72,263,10.11,72.06,192.71,1,1.247,1.3806,9.4086,46,0,0.0,-51
APP000835,36,Salaried,8,11.0,0.9167,1,Uttar Pradesh,Urban,564,2,2,0.1149,1,0,Business Loan,Business Expansion,97.27,25,11.5,59.56,200.76,1,4.394,4.9186,8.8427,38,0,0.0,-72
APP000836,35,Self-Employed Business,17,66.09,5.5075,2,Gujarat,Urban,683,7,1,1.6575,0,0,Loan Against Property,Business Expansion,390.02,122,9.66,47.08,895.49,0,5.0315,1.2145,5.9013,45,0,0.0,11
APP000837,39,PSU,7,14.58,1.215,1,Uttar Pradesh,Urban,639,6,1,0.3797,1,0,Loan Against Property,Medical,403.52,77,10.32,47.16,880.71,0,7.1875,6.2281,27.6763,45,0,0.0,-70
APP000838,21,Salaried,9,37.39,3.1158,1,Rajasthan,Urban,724,6,4,0.6351,0,0,Loan Against Property,Medical,493.52,149,9.99,65.37,802.89,0,5.7928,2.063,13.1993,33,0,0.0,-13
APP000839,46,Salaried,10,52.81,4.4008,2,Rajasthan,Semi-Urban,768,4,2,0.7582,0,0,Home Loan,Purchase / Construction of House,270.04,114,8.66,73.08,478.66,1,3.4834,0.9638,5.1134,55,0,0.0,12
APP000840,37,Self-Employed Business,6,12.96,1.08,2,Rajasthan,Semi-Urban,662,5,3,0.1618,1,0,Education Loan,Abroad Education,29.51,23,11.11,41.32,0.0,1,1.4304,1.4743,2.277,38,0,0.0,-17
APP000841,42,Self-Employed Business,5,13.92,1.16,3,Gujarat,Urban,801,7,1,0.1846,0,0,Gold Loan,Personal Need,24.67,8,16.39,60.51,42.99,1,3.2763,2.9835,1.7723,42,0,0.0,25
APP000842,36,Self-Employed Business,15,32.26,2.6883,1,Punjab,Urban,725,16,2,0.4956,0,0,Vehicle Loan,Two Wheeler,46.41,63,12.62,42.34,105.6,0,1.0112,0.5605,1.4386,41,1,42.44,68
APP000843,33,Government,14,13.34,1.1117,3,West Bengal,Urban,740,1,1,0.2385,0,1,Education Loan,Domestic Education,19.03,116,8.58,89.66,0.0,1,0.2419,0.4321,1.4265,42,0,0.0,48
APP000844,42,Government,7,11.23,0.9358,2,Delhi,Urban,701,0,0,0.0,1,0,Education Loan,Domestic Education,15.02,77,14.28,41.26,0.0,1,0.299,0.3195,1.3375,48,1,14.7,75
APP000845,35,Self-Employed Business,4,81.69,6.8075,0,Delhi,Semi-Urban,576,7,0,0.0,0,0,Loan Against Property,Medical,203.07,103,12.8,69.83,293.38,0,3.2585,0.4787,2.4859,43,0,0.0,32
APP000846,35,Self-Employed Business,13,11.6,0.9667,3,Telangana,Semi-Urban,857,0,0,0.0,0,0,Home Loan,Purchase / Construction of House,17.62,157,8.48,82.62,27.67,1,0.1861,0.1925,1.519,48,1,17.13,94
APP000847,41,Salaried,17,27.33,2.2775,2,Rajasthan,Urban,732,6,1,0.7025,0,0,Vehicle Loan,Two Wheeler,28.47,63,12.0,84.39,42.82,0,0.6113,0.5769,1.0417,46,1,27.26,71
APP000848,28,PSU,4,13.36,1.1133,1,Maharashtra,Urban,596,10,0,0.0,2,0,Personal Loan,Marriage,37.94,47,15.17,67.07,0.0,0,1.0756,0.9661,2.8398,31,0,0.0,-50
APP000849,41,Self-Employed Business,6,15.65,1.3042,3,Telangana,Rural,787,7,1,0.4264,0,0,Loan Against Property,Education,379.8,64,9.75,51.35,925.0,0,7.634,6.1803,24.2684,46,0,0.0,8
APP000850,43,PSU,2,6.69,0.5575,2,Rajasthan,Semi-Urban,900,8,0,0.0,1,0,Gold Loan,Business,35.11,23,12.48,74.39,45.83,1,1.7243,3.0929,5.2481,44,0,0.0,-3
APP000851,51,Self-Employed Professional,2,33.25,2.7708,4,Telangana,Urban,623,2,2,0.2763,0,0,Loan Against Property,Medical,211.23,124,12.22,62.64,340.88,0,3.0071,1.185,6.3528,61,0,0.0,-64
APP000852,41,Salaried,9,25.03,2.0858,2,Delhi,Rural,866,0,2,0.0845,0,0,Education Loan,Domestic Education,12.35,163,13.05,43.72,0.0,1,0.1621,0.1182,0.4934,54,1,11.37,95
APP000853,36,Self-Employed Professional,8,31.72,2.6433,0,Gujarat,Semi-Urban,775,5,1,0.3102,0,0,Business Loan,Working Capital,492.78,24,11.04,47.18,1066.34,0,22.9766,8.8097,15.5353,38,0,0.0,8
APP000854,46,Salaried,13,19.08,1.59,0,Gujarat,Semi-Urban,811,12,2,0.1186,0,0,Personal Loan,Medical Emergency,5.11,12,15.85,99.46,0.0,0,0.4633,0.366,0.2678,47,1,4.46,101
APP000855,34,Self-Employed Professional,9,46.58,3.8817,2,Rajasthan,Rural,900,3,1,1.143,0,0,Vehicle Loan,Two Wheeler,34.18,71,9.24,55.8,58.63,0,0.6267,0.4559,0.7338,39,1,34.06,90
APP000856,51,Self-Employed Business,4,13.64,1.1367,4,Maharashtra,Urban,730,5,3,0.125,2,0,Gold Loan,Business,9.69,17,9.31,64.29,17.5,1,0.6106,0.6471,0.7104,52,0,0.0,-21
APP000857,32,Self-Employed Business,11,14.46,1.205,3,Punjab,Rural,782,12,3,0.141,0,0,Vehicle Loan,Two Wheeler,44.18,24,12.92,64.58,70.22,0,2.0987,1.8587,3.0553,34,0,0.0,14
APP000858,42,Self-Employed Professional,12,41.61,3.4675,2,Delhi,Urban,636,9,1,1.1945,0,0,Vehicle Loan,Two Wheeler,42.24,76,13.92,52.24,90.68,0,0.8393,0.5865,1.0151,48,0,0.0,30
APP000859,27,Salaried,4,13.87,1.1558,4,Tamil Nadu,Urban,736,12,0,0.0,1,0,Vehicle Loan,Used Car Purchase,20.82,12,9.78,65.17,40.78,0,1.8283,1.5818,1.5011,28,0,0.0,-7
APP000860,40,Self-Employed Professional,6,25.47,2.1225,3,Gujarat,Rural,758,11,0,0.0,0,0,Personal Loan,Marriage,11.72,18,13.25,78.64,0.0,0,0.7215,0.3399,0.4601,41,1,11.71,101
APP000861,38,Self-Employed Professional,0,44.3,3.6917,1,Punjab,Rural,702,6,4,0.068,0,0,Loan Against Property,Medical,277.49,111,10.04,67.98,515.58,0,3.8476,1.0606,6.2639,47,0,0.0,-26
APP000862,32,Self-Employed Professional,4,14.2,1.1833,2,Karnataka,Rural,773,17,0,0.0,0,0,Gold Loan,Business,46.63,23,8.51,73.75,72.75,1,2.2044,1.8629,3.2838,33,0,0.0,20
